sample,participant,scenario,wz,obs_T,fut_T,t_anchor,t_min,t_max,n_seg_frames,n_gaze_rows,seg_dir,gaze_file,split
P7_S6_truck_WZ2_s0004,P7,S6_truck,2,10,25,1765396254.018,1765396252.218,1765396259.018,65,68,aligned\P7_S6_truck_WZ2_s0004\seg,aligned\P7_S6_truck_WZ2_s0004\gaze.csv,train
P7_S6_truck_WZ2_s0005,P7,S6_truck,2,10,25,1765396254.218,1765396252.418,1765396259.218,66,69,aligned\P7_S6_truck_WZ2_s0005\seg,aligned\P7_S6_truck_WZ2_s0005\gaze.csv,train
P7_S6_truck_WZ2_s0006,P7,S6_truck,2,10,25,1765396254.418,1765396252.618,1765396259.418,66,68,aligned\P7_S6_truck_WZ2_s0006\seg,aligned\P7_S6_truck_WZ2_s0006\gaze.csv,train
P7_S6_truck_WZ2_s0007,P7,S6_truck,2,10,25,1765396254.618,1765396252.818,1765396259.618,65,69,aligned\P7_S6_truck_WZ2_s0007\seg,aligned\P7_S6_truck_WZ2_s0007\gaze.csv,train
P7_S6_truck_WZ2_s0008,P7,S6_truck,2,10,25,1765396254.818,1765396253.018,1765396259.818,66,69,aligned\P7_S6_truck_WZ2_s0008\seg,aligned\P7_S6_truck_WZ2_s0008\gaze.csv,train
P7_S6_truck_WZ2_s0009,P7,S6_truck,2,10,25,1765396255.018,1765396253.218,1765396260.018,65,68,aligned\P7_S6_truck_WZ2_s0009\seg,aligned\P7_S6_truck_WZ2_s0009\gaze.csv,train
P7_S6_truck_WZ2_s0010,P7,S6_truck,2,10,25,1765396255.218,1765396253.418,1765396260.218,66,69,aligned\P7_S6_truck_WZ2_s0010\seg,aligned\P7_S6_truck_WZ2_s0010\gaze.csv,train
P7_S6_truck_WZ2_s0011,P7,S6_truck,2,10,25,1765396255.418,1765396253.618,1765396260.418,66,67,aligned\P7_S6_truck_WZ2_s0011\seg,aligned\P7_S6_truck_WZ2_s0011\gaze.csv,train
P7_S6_truck_WZ2_s0012,P7,S6_truck,2,10,25,1765396255.618,1765396253.818,1765396260.618,64,68,aligned\P7_S6_truck_WZ2_s0012\seg,aligned\P7_S6_truck_WZ2_s0012\gaze.csv,train
P7_S6_truck_WZ2_s0013,P7,S6_truck,2,10,25,1765396255.818,1765396254.018,1765396260.818,65,68,aligned\P7_S6_truck_WZ2_s0013\seg,aligned\P7_S6_truck_WZ2_s0013\gaze.csv,train
P7_S6_truck_WZ2_s0014,P7,S6_truck,2,10,25,1765396256.018,1765396254.218,1765396261.018,64,69,aligned\P7_S6_truck_WZ2_s0014\seg,aligned\P7_S6_truck_WZ2_s0014\gaze.csv,train
P7_S6_truck_WZ2_s0015,P7,S6_truck,2,10,25,1765396256.218,1765396254.418,1765396261.218,65,68,aligned\P7_S6_truck_WZ2_s0015\seg,aligned\P7_S6_truck_WZ2_s0015\gaze.csv,train
P7_S6_truck_WZ2_s0016,P7,S6_truck,2,10,25,1765396256.418,1765396254.618,1765396261.418,65,68,aligned\P7_S6_truck_WZ2_s0016\seg,aligned\P7_S6_truck_WZ2_s0016\gaze.csv,train
P7_S6_truck_WZ2_s0017,P7,S6_truck,2,10,25,1765396256.618,1765396254.818,1765396261.618,65,68,aligned\P7_S6_truck_WZ2_s0017\seg,aligned\P7_S6_truck_WZ2_s0017\gaze.csv,train
P7_S6_truck_WZ2_s0018,P7,S6_truck,2,10,25,1765396256.818,1765396255.018,1765396261.818,63,67,aligned\P7_S6_truck_WZ2_s0018\seg,aligned\P7_S6_truck_WZ2_s0018\gaze.csv,train
P8_S1_normal_WZ2_s0000,P8,S1_normal,2,10,25,1765482708.871,1765482707.071,1765482713.871,64,0,aligned\P8_S1_normal_WZ2_s0000\seg,aligned\P8_S1_normal_WZ2_s0000\gaze.csv,train
P8_S1_normal_WZ2_s0001,P8,S1_normal,2,10,25,1765482709.071,1765482707.271,1765482714.071,64,0,aligned\P8_S1_normal_WZ2_s0001\seg,aligned\P8_S1_normal_WZ2_s0001\gaze.csv,train
P8_S1_normal_WZ2_s0002,P8,S1_normal,2,10,25,1765482709.271,1765482707.471,1765482714.271,64,0,aligned\P8_S1_normal_WZ2_s0002\seg,aligned\P8_S1_normal_WZ2_s0002\gaze.csv,train
P8_S1_normal_WZ2_s0003,P8,S1_normal,2,10,25,1765482709.471,1765482707.671,1765482714.471,63,0,aligned\P8_S1_normal_WZ2_s0003\seg,aligned\P8_S1_normal_WZ2_s0003\gaze.csv,train
P8_S1_normal_WZ2_s0004,P8,S1_normal,2,10,25,1765482709.671,1765482707.871,1765482714.671,62,0,aligned\P8_S1_normal_WZ2_s0004\seg,aligned\P8_S1_normal_WZ2_s0004\gaze.csv,train
P8_S1_normal_WZ2_s0005,P8,S1_normal,2,10,25,1765482709.871,1765482708.071,1765482714.871,62,0,aligned\P8_S1_normal_WZ2_s0005\seg,aligned\P8_S1_normal_WZ2_s0005\gaze.csv,train
P8_S1_normal_WZ2_s0006,P8,S1_normal,2,10,25,1765482710.071,1765482708.271,1765482715.071,62,0,aligned\P8_S1_normal_WZ2_s0006\seg,aligned\P8_S1_normal_WZ2_s0006\gaze.csv,train
P8_S1_normal_WZ2_s0007,P8,S1_normal,2,10,25,1765482710.271,1765482708.471,1765482715.271,62,0,aligned\P8_S1_normal_WZ2_s0007\seg,aligned\P8_S1_normal_WZ2_s0007\gaze.csv,train
P8_S1_normal_WZ2_s0008,P8,S1_normal,2,10,25,1765482710.471,1765482708.671,1765482715.471,62,0,aligned\P8_S1_normal_WZ2_s0008\seg,aligned\P8_S1_normal_WZ2_s0008\gaze.csv,train
P8_S1_normal_WZ2_s0009,P8,S1_normal,2,10,25,1765482710.671,1765482708.871,1765482715.671,63,0,aligned\P8_S1_normal_WZ2_s0009\seg,aligned\P8_S1_normal_WZ2_s0009\gaze.csv,train
P8_S1_normal_WZ2_s0010,P8,S1_normal,2,10,25,1765482710.871,1765482709.071,1765482715.871,62,0,aligned\P8_S1_normal_WZ2_s0010\seg,aligned\P8_S1_normal_WZ2_s0010\gaze.csv,train
P8_S1_normal_WZ2_s0011,P8,S1_normal,2,10,25,1765482711.071,1765482709.271,1765482716.071,62,0,aligned\P8_S1_normal_WZ2_s0011\seg,aligned\P8_S1_normal_WZ2_s0011\gaze.csv,train
P8_S1_normal_WZ2_s0012,P8,S1_normal,2,10,25,1765482711.271,1765482709.471,1765482716.271,62,0,aligned\P8_S1_normal_WZ2_s0012\seg,aligned\P8_S1_normal_WZ2_s0012\gaze.csv,train
P8_S1_normal_WZ2_s0013,P8,S1_normal,2,10,25,1765482711.471,1765482709.671,1765482716.471,62,0,aligned\P8_S1_normal_WZ2_s0013\seg,aligned\P8_S1_normal_WZ2_s0013\gaze.csv,train
P8_S1_normal_WZ2_s0014,P8,S1_normal,2,10,25,1765482711.671,1765482709.871,1765482716.671,61,0,aligned\P8_S1_normal_WZ2_s0014\seg,aligned\P8_S1_normal_WZ2_s0014\gaze.csv,train
P8_S1_normal_WZ2_s0015,P8,S1_normal,2,10,25,1765482711.871,1765482710.071,1765482716.871,60,0,aligned\P8_S1_normal_WZ2_s0015\seg,aligned\P8_S1_normal_WZ2_s0015\gaze.csv,train
P8_S1_normal_WZ2_s0016,P8,S1_normal,2,10,25,1765482712.071,1765482710.271,1765482717.071,60,0,aligned\P8_S1_normal_WZ2_s0016\seg,aligned\P8_S1_normal_WZ2_s0016\gaze.csv,train
P8_S1_normal_WZ2_s0017,P8,S1_normal,2,10,25,1765482712.271,1765482710.471,1765482717.271,62,0,aligned\P8_S1_normal_WZ2_s0017\seg,aligned\P8_S1_normal_WZ2_s0017\gaze.csv,train
P8_S1_normal_WZ2_s0018,P8,S1_normal,2,10,25,1765482712.471,1765482710.671,1765482717.471,61,0,aligned\P8_S1_normal_WZ2_s0018\seg,aligned\P8_S1_normal_WZ2_s0018\gaze.csv,train
P8_S2_noWarning_WZ2_s0000,P8,S2_noWarning,2,10,25,1765482390.775,1765482388.975,1765482395.775,59,68,aligned\P8_S2_noWarning_WZ2_s0000\seg,aligned\P8_S2_noWarning_WZ2_s0000\gaze.csv,train
P8_S2_noWarning_WZ2_s0001,P8,S2_noWarning,2,10,25,1765482390.975,1765482389.175,1765482395.975,59,68,aligned\P8_S2_noWarning_WZ2_s0001\seg,aligned\P8_S2_noWarning_WZ2_s0001\gaze.csv,train
P8_S2_noWarning_WZ2_s0002,P8,S2_noWarning,2,10,25,1765482391.175,1765482389.375,1765482396.175,58,69,aligned\P8_S2_noWarning_WZ2_s0002\seg,aligned\P8_S2_noWarning_WZ2_s0002\gaze.csv,train
P8_S2_noWarning_WZ2_s0003,P8,S2_noWarning,2,10,25,1765482391.375,1765482389.575,1765482396.375,58,68,aligned\P8_S2_noWarning_WZ2_s0003\seg,aligned\P8_S2_noWarning_WZ2_s0003\gaze.csv,train
P8_S2_noWarning_WZ2_s0004,P8,S2_noWarning,2,10,25,1765482391.575,1765482389.775,1765482396.575,58,68,aligned\P8_S2_noWarning_WZ2_s0004\seg,aligned\P8_S2_noWarning_WZ2_s0004\gaze.csv,train
P8_S2_noWarning_WZ2_s0005,P8,S2_noWarning,2,10,25,1765482391.775,1765482389.975,1765482396.775,58,68,aligned\P8_S2_noWarning_WZ2_s0005\seg,aligned\P8_S2_noWarning_WZ2_s0005\gaze.csv,train
P8_S2_noWarning_WZ2_s0006,P8,S2_noWarning,2,10,25,1765482391.975,1765482390.175,1765482396.975,59,67,aligned\P8_S2_noWarning_WZ2_s0006\seg,aligned\P8_S2_noWarning_WZ2_s0006\gaze.csv,train
P8_S2_noWarning_WZ2_s0007,P8,S2_noWarning,2,10,25,1765482392.175,1765482390.375,1765482397.175,59,68,aligned\P8_S2_noWarning_WZ2_s0007\seg,aligned\P8_S2_noWarning_WZ2_s0007\gaze.csv,train
P8_S2_noWarning_WZ2_s0008,P8,S2_noWarning,2,10,25,1765482392.375,1765482390.575,1765482397.375,59,69,aligned\P8_S2_noWarning_WZ2_s0008\seg,aligned\P8_S2_noWarning_WZ2_s0008\gaze.csv,train
P8_S2_noWarning_WZ2_s0009,P8,S2_noWarning,2,10,25,1765482392.575,1765482390.775,1765482397.575,60,68,aligned\P8_S2_noWarning_WZ2_s0009\seg,aligned\P8_S2_noWarning_WZ2_s0009\gaze.csv,train
P8_S2_noWarning_WZ2_s0010,P8,S2_noWarning,2,10,25,1765482392.775,1765482390.975,1765482397.775,60,68,aligned\P8_S2_noWarning_WZ2_s0010\seg,aligned\P8_S2_noWarning_WZ2_s0010\gaze.csv,train
P8_S2_noWarning_WZ2_s0011,P8,S2_noWarning,2,10,25,1765482392.975,1765482391.175,1765482397.975,59,68,aligned\P8_S2_noWarning_WZ2_s0011\seg,aligned\P8_S2_noWarning_WZ2_s0011\gaze.csv,train
P8_S2_noWarning_WZ2_s0012,P8,S2_noWarning,2,10,25,1765482393.175,1765482391.375,1765482398.175,59,68,aligned\P8_S2_noWarning_WZ2_s0012\seg,aligned\P8_S2_noWarning_WZ2_s0012\gaze.csv,train
P8_S2_noWarning_WZ2_s0013,P8,S2_noWarning,2,10,25,1765482393.375,1765482391.575,1765482398.375,60,67,aligned\P8_S2_noWarning_WZ2_s0013\seg,aligned\P8_S2_noWarning_WZ2_s0013\gaze.csv,train
P8_S2_noWarning_WZ2_s0014,P8,S2_noWarning,2,10,25,1765482393.575,1765482391.775,1765482398.575,62,69,aligned\P8_S2_noWarning_WZ2_s0014\seg,aligned\P8_S2_noWarning_WZ2_s0014\gaze.csv,train
P8_S2_noWarning_WZ2_s0015,P8,S2_noWarning,2,10,25,1765482393.775,1765482391.975,1765482398.775,61,68,aligned\P8_S2_noWarning_WZ2_s0015\seg,aligned\P8_S2_noWarning_WZ2_s0015\gaze.csv,train
P8_S2_noWarning_WZ2_s0016,P8,S2_noWarning,2,10,25,1765482393.975,1765482392.175,1765482398.975,61,68,aligned\P8_S2_noWarning_WZ2_s0016\seg,aligned\P8_S2_noWarning_WZ2_s0016\gaze.csv,train
P8_S3_rainy_WZ2_s0000,P8,S3_rainy,2,10,25,1765483060.25,1765483058.45,1765483065.25,63,68,aligned\P8_S3_rainy_WZ2_s0000\seg,aligned\P8_S3_rainy_WZ2_s0000\gaze.csv,train
P8_S3_rainy_WZ2_s0001,P8,S3_rainy,2,10,25,1765483060.45,1765483058.65,1765483065.45,63,68,aligned\P8_S3_rainy_WZ2_s0001\seg,aligned\P8_S3_rainy_WZ2_s0001\gaze.csv,train
P8_S3_rainy_WZ2_s0002,P8,S3_rainy,2,10,25,1765483060.65,1765483058.85,1765483065.65,62,68,aligned\P8_S3_rainy_WZ2_s0002\seg,aligned\P8_S3_rainy_WZ2_s0002\gaze.csv,train
P8_S3_rainy_WZ2_s0003,P8,S3_rainy,2,10,25,1765483060.85,1765483059.05,1765483065.85,62,69,aligned\P8_S3_rainy_WZ2_s0003\seg,aligned\P8_S3_rainy_WZ2_s0003\gaze.csv,train
P8_S3_rainy_WZ2_s0004,P8,S3_rainy,2,10,25,1765483061.05,1765483059.25,1765483066.05,62,68,aligned\P8_S3_rainy_WZ2_s0004\seg,aligned\P8_S3_rainy_WZ2_s0004\gaze.csv,train
P8_S3_rainy_WZ2_s0005,P8,S3_rainy,2,10,25,1765483061.25,1765483059.45,1765483066.25,62,68,aligned\P8_S3_rainy_WZ2_s0005\seg,aligned\P8_S3_rainy_WZ2_s0005\gaze.csv,train
P8_S3_rainy_WZ2_s0006,P8,S3_rainy,2,10,25,1765483061.45,1765483059.65,1765483066.45,63,68,aligned\P8_S3_rainy_WZ2_s0006\seg,aligned\P8_S3_rainy_WZ2_s0006\gaze.csv,train
P8_S3_rainy_WZ2_s0007,P8,S3_rainy,2,10,25,1765483061.65,1765483059.85,1765483066.65,63,68,aligned\P8_S3_rainy_WZ2_s0007\seg,aligned\P8_S3_rainy_WZ2_s0007\gaze.csv,train
P8_S3_rainy_WZ2_s0008,P8,S3_rainy,2,10,25,1765483061.85,1765483060.05,1765483066.85,63,67,aligned\P8_S3_rainy_WZ2_s0008\seg,aligned\P8_S3_rainy_WZ2_s0008\gaze.csv,train
P8_S3_rainy_WZ2_s0009,P8,S3_rainy,2,10,25,1765483062.05,1765483060.25,1765483067.05,62,67,aligned\P8_S3_rainy_WZ2_s0009\seg,aligned\P8_S3_rainy_WZ2_s0009\gaze.csv,train
P8_S3_rainy_WZ2_s0010,P8,S3_rainy,2,10,25,1765483062.25,1765483060.45,1765483067.25,63,68,aligned\P8_S3_rainy_WZ2_s0010\seg,aligned\P8_S3_rainy_WZ2_s0010\gaze.csv,train
P8_S3_rainy_WZ2_s0011,P8,S3_rainy,2,10,25,1765483062.45,1765483060.65,1765483067.45,63,68,aligned\P8_S3_rainy_WZ2_s0011\seg,aligned\P8_S3_rainy_WZ2_s0011\gaze.csv,train
P8_S4_curve_WZ2_s0000,P8,S4_curve,2,10,25,1765483407.438,1765483405.638,1765483412.438,62,68,aligned\P8_S4_curve_WZ2_s0000\seg,aligned\P8_S4_curve_WZ2_s0000\gaze.csv,train
P8_S4_curve_WZ2_s0001,P8,S4_curve,2,10,25,1765483407.638,1765483405.838,1765483412.638,64,68,aligned\P8_S4_curve_WZ2_s0001\seg,aligned\P8_S4_curve_WZ2_s0001\gaze.csv,train
P8_S4_curve_WZ2_s0002,P8,S4_curve,2,10,25,1765483407.838,1765483406.038,1765483412.838,63,67,aligned\P8_S4_curve_WZ2_s0002\seg,aligned\P8_S4_curve_WZ2_s0002\gaze.csv,train
P8_S4_curve_WZ2_s0003,P8,S4_curve,2,10,25,1765483408.038,1765483406.238,1765483413.038,62,68,aligned\P8_S4_curve_WZ2_s0003\seg,aligned\P8_S4_curve_WZ2_s0003\gaze.csv,train
P8_S4_curve_WZ2_s0004,P8,S4_curve,2,10,25,1765483408.238,1765483406.438,1765483413.238,62,68,aligned\P8_S4_curve_WZ2_s0004\seg,aligned\P8_S4_curve_WZ2_s0004\gaze.csv,train
P8_S4_curve_WZ2_s0005,P8,S4_curve,2,10,25,1765483408.438,1765483406.638,1765483413.438,64,68,aligned\P8_S4_curve_WZ2_s0005\seg,aligned\P8_S4_curve_WZ2_s0005\gaze.csv,train
P8_S4_curve_WZ2_s0006,P8,S4_curve,2,10,25,1765483408.638,1765483406.838,1765483413.638,64,68,aligned\P8_S4_curve_WZ2_s0006\seg,aligned\P8_S4_curve_WZ2_s0006\gaze.csv,train
P8_S4_curve_WZ2_s0007,P8,S4_curve,2,10,25,1765483408.838,1765483407.038,1765483413.838,65,69,aligned\P8_S4_curve_WZ2_s0007\seg,aligned\P8_S4_curve_WZ2_s0007\gaze.csv,train
P8_S4_curve_WZ2_s0008,P8,S4_curve,2,10,25,1765483409.038,1765483407.238,1765483414.038,65,69,aligned\P8_S4_curve_WZ2_s0008\seg,aligned\P8_S4_curve_WZ2_s0008\gaze.csv,train
P8_S4_curve_WZ2_s0009,P8,S4_curve,2,10,25,1765483409.238,1765483407.438,1765483414.238,65,68,aligned\P8_S4_curve_WZ2_s0009\seg,aligned\P8_S4_curve_WZ2_s0009\gaze.csv,train
P8_S4_curve_WZ2_s0010,P8,S4_curve,2,10,25,1765483409.438,1765483407.638,1765483414.438,66,69,aligned\P8_S4_curve_WZ2_s0010\seg,aligned\P8_S4_curve_WZ2_s0010\gaze.csv,train
P8_S4_curve_WZ2_s0011,P8,S4_curve,2,10,25,1765483409.638,1765483407.838,1765483414.638,67,69,aligned\P8_S4_curve_WZ2_s0011\seg,aligned\P8_S4_curve_WZ2_s0011\gaze.csv,train
P8_S4_curve_WZ2_s0012,P8,S4_curve,2,10,25,1765483409.838,1765483408.038,1765483414.838,66,68,aligned\P8_S4_curve_WZ2_s0012\seg,aligned\P8_S4_curve_WZ2_s0012\gaze.csv,train
P8_S4_curve_WZ2_s0013,P8,S4_curve,2,10,25,1765483410.038,1765483408.238,1765483415.038,68,69,aligned\P8_S4_curve_WZ2_s0013\seg,aligned\P8_S4_curve_WZ2_s0013\gaze.csv,train
P8_S4_curve_WZ2_s0014,P8,S4_curve,2,10,25,1765483410.238,1765483408.438,1765483415.238,67,69,aligned\P8_S4_curve_WZ2_s0014\seg,aligned\P8_S4_curve_WZ2_s0014\gaze.csv,train
P8_S4_curve_WZ2_s0015,P8,S4_curve,2,10,25,1765483410.438,1765483408.638,1765483415.438,67,67,aligned\P8_S4_curve_WZ2_s0015\seg,aligned\P8_S4_curve_WZ2_s0015\gaze.csv,train
P8_S4_curve_WZ2_s0016,P8,S4_curve,2,10,25,1765483410.638,1765483408.838,1765483415.638,67,68,aligned\P8_S4_curve_WZ2_s0016\seg,aligned\P8_S4_curve_WZ2_s0016\gaze.csv,train
P8_S5_nighttime_WZ2_s0000,P8,S5_nighttime,2,10,25,1765483828.472,1765483826.672,1765483833.472,60,68,aligned\P8_S5_nighttime_WZ2_s0000\seg,aligned\P8_S5_nighttime_WZ2_s0000\gaze.csv,train
P8_S5_nighttime_WZ2_s0001,P8,S5_nighttime,2,10,25,1765483828.672,1765483826.872,1765483833.672,61,68,aligned\P8_S5_nighttime_WZ2_s0001\seg,aligned\P8_S5_nighttime_WZ2_s0001\gaze.csv,train
P8_S5_nighttime_WZ2_s0002,P8,S5_nighttime,2,10,25,1765483828.872,1765483827.072,1765483833.872,61,67,aligned\P8_S5_nighttime_WZ2_s0002\seg,aligned\P8_S5_nighttime_WZ2_s0002\gaze.csv,train
P8_S5_nighttime_WZ2_s0003,P8,S5_nighttime,2,10,25,1765483829.072,1765483827.272,1765483834.072,61,68,aligned\P8_S5_nighttime_WZ2_s0003\seg,aligned\P8_S5_nighttime_WZ2_s0003\gaze.csv,train
P8_S5_nighttime_WZ2_s0004,P8,S5_nighttime,2,10,25,1765483829.272,1765483827.472,1765483834.272,61,68,aligned\P8_S5_nighttime_WZ2_s0004\seg,aligned\P8_S5_nighttime_WZ2_s0004\gaze.csv,train
P8_S5_nighttime_WZ2_s0005,P8,S5_nighttime,2,10,25,1765483829.472,1765483827.672,1765483834.472,60,68,aligned\P8_S5_nighttime_WZ2_s0005\seg,aligned\P8_S5_nighttime_WZ2_s0005\gaze.csv,train
P8_S5_nighttime_WZ2_s0006,P8,S5_nighttime,2,10,25,1765483829.672,1765483827.872,1765483834.672,59,69,aligned\P8_S5_nighttime_WZ2_s0006\seg,aligned\P8_S5_nighttime_WZ2_s0006\gaze.csv,train
P8_S5_nighttime_WZ2_s0007,P8,S5_nighttime,2,10,25,1765483829.872,1765483828.072,1765483834.872,59,69,aligned\P8_S5_nighttime_WZ2_s0007\seg,aligned\P8_S5_nighttime_WZ2_s0007\gaze.csv,train
P8_S5_nighttime_WZ2_s0008,P8,S5_nighttime,2,10,25,1765483830.072,1765483828.272,1765483835.072,59,69,aligned\P8_S5_nighttime_WZ2_s0008\seg,aligned\P8_S5_nighttime_WZ2_s0008\gaze.csv,train
P8_S5_nighttime_WZ2_s0009,P8,S5_nighttime,2,10,25,1765483830.272,1765483828.472,1765483835.272,59,68,aligned\P8_S5_nighttime_WZ2_s0009\seg,aligned\P8_S5_nighttime_WZ2_s0009\gaze.csv,train
P8_S5_nighttime_WZ2_s0010,P8,S5_nighttime,2,10,25,1765483830.472,1765483828.672,1765483835.472,59,68,aligned\P8_S5_nighttime_WZ2_s0010\seg,aligned\P8_S5_nighttime_WZ2_s0010\gaze.csv,train
P8_S5_nighttime_WZ2_s0011,P8,S5_nighttime,2,10,25,1765483830.672,1765483828.872,1765483835.672,58,68,aligned\P8_S5_nighttime_WZ2_s0011\seg,aligned\P8_S5_nighttime_WZ2_s0011\gaze.csv,train
P8_S5_nighttime_WZ2_s0012,P8,S5_nighttime,2,10,25,1765483830.872,1765483829.072,1765483835.872,59,68,aligned\P8_S5_nighttime_WZ2_s0012\seg,aligned\P8_S5_nighttime_WZ2_s0012\gaze.csv,train
P8_S5_nighttime_WZ2_s0013,P8,S5_nighttime,2,10,25,1765483831.072,1765483829.272,1765483836.072,59,69,aligned\P8_S5_nighttime_WZ2_s0013\seg,aligned\P8_S5_nighttime_WZ2_s0013\gaze.csv,train
P8_S5_nighttime_WZ2_s0014,P8,S5_nighttime,2,10,25,1765483831.272,1765483829.472,1765483836.272,59,68,aligned\P8_S5_nighttime_WZ2_s0014\seg,aligned\P8_S5_nighttime_WZ2_s0014\gaze.csv,train
P8_S5_nighttime_WZ2_s0015,P8,S5_nighttime,2,10,25,1765483831.472,1765483829.672,1765483836.472,59,68,aligned\P8_S5_nighttime_WZ2_s0015\seg,aligned\P8_S5_nighttime_WZ2_s0015\gaze.csv,train
P8_S5_nighttime_WZ2_s0016,P8,S5_nighttime,2,10,25,1765483831.672,1765483829.872,1765483836.672,59,69,aligned\P8_S5_nighttime_WZ2_s0016\seg,aligned\P8_S5_nighttime_WZ2_s0016\gaze.csv,train
P8_S5_nighttime_WZ2_s0017,P8,S5_nighttime,2,10,25,1765483831.872,1765483830.072,1765483836.872,59,68,aligned\P8_S5_nighttime_WZ2_s0017\seg,aligned\P8_S5_nighttime_WZ2_s0017\gaze.csv,train
P8_S5_nighttime_WZ2_s0018,P8,S5_nighttime,2,10,25,1765483832.072,1765483830.272,1765483837.072,60,69,aligned\P8_S5_nighttime_WZ2_s0018\seg,aligned\P8_S5_nighttime_WZ2_s0018\gaze.csv,train
P8_S6_truck_WZ2_s0000,P8,S6_truck,2,10,25,1765484217.046,1765484215.246,1765484222.046,61,69,aligned\P8_S6_truck_WZ2_s0000\seg,aligned\P8_S6_truck_WZ2_s0000\gaze.csv,train
P8_S6_truck_WZ2_s0001,P8,S6_truck,2,10,25,1765484217.246,1765484215.446,1765484222.246,62,69,aligned\P8_S6_truck_WZ2_s0001\seg,aligned\P8_S6_truck_WZ2_s0001\gaze.csv,train
P8_S6_truck_WZ2_s0002,P8,S6_truck,2,10,25,1765484217.446,1765484215.646,1765484222.446,62,68,aligned\P8_S6_truck_WZ2_s0002\seg,aligned\P8_S6_truck_WZ2_s0002\gaze.csv,train
P8_S6_truck_WZ2_s0003,P8,S6_truck,2,10,25,1765484217.646,1765484215.846,1765484222.646,62,68,aligned\P8_S6_truck_WZ2_s0003\seg,aligned\P8_S6_truck_WZ2_s0003\gaze.csv,train
P8_S6_truck_WZ2_s0004,P8,S6_truck,2,10,25,1765484217.846,1765484216.046,1765484222.846,62,69,aligned\P8_S6_truck_WZ2_s0004\seg,aligned\P8_S6_truck_WZ2_s0004\gaze.csv,train
P8_S6_truck_WZ2_s0005,P8,S6_truck,2,10,25,1765484218.046,1765484216.246,1765484223.046,62,68,aligned\P8_S6_truck_WZ2_s0005\seg,aligned\P8_S6_truck_WZ2_s0005\gaze.csv,train
P8_S6_truck_WZ2_s0006,P8,S6_truck,2,10,25,1765484218.246,1765484216.446,1765484223.246,62,69,aligned\P8_S6_truck_WZ2_s0006\seg,aligned\P8_S6_truck_WZ2_s0006\gaze.csv,train
P9_S1_normal_WZ2_s0000,P9,S1_normal,2,10,25,1765488038.909,1765488037.109,1765488043.909,62,69,aligned\P9_S1_normal_WZ2_s0000\seg,aligned\P9_S1_normal_WZ2_s0000\gaze.csv,train
P9_S1_normal_WZ2_s0001,P9,S1_normal,2,10,25,1765488039.109,1765488037.309,1765488044.109,62,68,aligned\P9_S1_normal_WZ2_s0001\seg,aligned\P9_S1_normal_WZ2_s0001\gaze.csv,train
P9_S1_normal_WZ2_s0002,P9,S1_normal,2,10,25,1765488039.309,1765488037.509,1765488044.309,61,67,aligned\P9_S1_normal_WZ2_s0002\seg,aligned\P9_S1_normal_WZ2_s0002\gaze.csv,train
P9_S1_normal_WZ2_s0003,P9,S1_normal,2,10,25,1765488039.509,1765488037.709,1765488044.509,61,68,aligned\P9_S1_normal_WZ2_s0003\seg,aligned\P9_S1_normal_WZ2_s0003\gaze.csv,train
P9_S1_normal_WZ2_s0004,P9,S1_normal,2,10,25,1765488039.709,1765488037.909,1765488044.709,62,69,aligned\P9_S1_normal_WZ2_s0004\seg,aligned\P9_S1_normal_WZ2_s0004\gaze.csv,train
P9_S1_normal_WZ2_s0005,P9,S1_normal,2,10,25,1765488039.909,1765488038.109,1765488044.909,62,68,aligned\P9_S1_normal_WZ2_s0005\seg,aligned\P9_S1_normal_WZ2_s0005\gaze.csv,train
P9_S1_normal_WZ2_s0006,P9,S1_normal,2,10,25,1765488040.109,1765488038.309,1765488045.109,62,69,aligned\P9_S1_normal_WZ2_s0006\seg,aligned\P9_S1_normal_WZ2_s0006\gaze.csv,train
P9_S1_normal_WZ2_s0007,P9,S1_normal,2,10,25,1765488040.309,1765488038.509,1765488045.309,62,68,aligned\P9_S1_normal_WZ2_s0007\seg,aligned\P9_S1_normal_WZ2_s0007\gaze.csv,train
P9_S1_normal_WZ2_s0008,P9,S1_normal,2,10,25,1765488040.509,1765488038.709,1765488045.509,62,67,aligned\P9_S1_normal_WZ2_s0008\seg,aligned\P9_S1_normal_WZ2_s0008\gaze.csv,train
P9_S1_normal_WZ2_s0009,P9,S1_normal,2,10,25,1765488040.709,1765488038.909,1765488045.709,62,68,aligned\P9_S1_normal_WZ2_s0009\seg,aligned\P9_S1_normal_WZ2_s0009\gaze.csv,train
P9_S1_normal_WZ2_s0010,P9,S1_normal,2,10,25,1765488040.909,1765488039.109,1765488045.909,61,67,aligned\P9_S1_normal_WZ2_s0010\seg,aligned\P9_S1_normal_WZ2_s0010\gaze.csv,train
P9_S1_normal_WZ2_s0011,P9,S1_normal,2,10,25,1765488041.109,1765488039.309,1765488046.109,61,67,aligned\P9_S1_normal_WZ2_s0011\seg,aligned\P9_S1_normal_WZ2_s0011\gaze.csv,train
P9_S1_normal_WZ2_s0012,P9,S1_normal,2,10,25,1765488041.309,1765488039.509,1765488046.309,61,68,aligned\P9_S1_normal_WZ2_s0012\seg,aligned\P9_S1_normal_WZ2_s0012\gaze.csv,train
